d,l,nc,w,association,birth_date,class,country,dob,fname,height1,height2,lname,locality,name1,nick1,nick2,reach,sapm,slpm,stance,str_acc,str_def,sub_avg,td_acc,td_avg,td_def,weight1,weight2
0,2,,9,American Kickboxing Academy,1981-07-12,Welterweight,Brazil,1981-07-12,Carlos,70.0,70.0,Eduardo Rocha,"Fortaleza, Ceara",Carlos Eduardo Rocha,Ta Danado,Ta Danado,70.0,1.85,1.24,Orthodox,0.34,0.55,1.4,0.0,0.0,0.52,170.0,170.0
8,8,,21,PANCRASEism,1977-05-31,Featherweight,Japan,1977-05-31,Koji,68.0,68.0,Oishi,Tokyo,Koji Oishi,,,,17.86,1.43,Orthodox,0.09,0.43,0.0,0.0,0.0,0.0,170.0,145.0
0,8,,23,PJ Promotion,1983-02-24,Light Heavyweight,Poland,1983-02-24,Jan,74.0,74.0,Blachowicz,Cieszyn,Jan Blachowicz,,,78.0,3.16,3.5,Orthodox,0.49,0.53,0.3,0.52,1.46,0.53,205.0,205.0
0,13,,28,Premier Combat Center,,Welterweight,United States,1981-06-29,Chad,71.0,72.0,Reiner,"Omaha, Nebraska",Chad Reiner,The Grinder,The Grinder,,1.97,0.53,Orthodox,0.2,0.46,2.0,0.33,0.99,0.25,170.0,170.0
0,6,,33,Get Sum Athletic Compound,1977-08-23,Welterweight,United States,1977-08-23,Brock,71.0,71.0,Larson,"Brainerd, Minnesota",Brock Larson,,,71.0,1.5,1.39,Southpaw,0.46,0.55,2.0,0.34,2.67,0.43,170.0,170.0
0,6,,14,MMA Lab,1989-05-03,Lightweight,United States,1989-05-03,Bryan,72.0,72.0,Barberena,"Minneapolis, Minnesota",Bryan Barberena,Bam Bam,Bam Bam,72.0,4.76,5.9,Southpaw,0.48,0.44,0.3,0.33,0.29,0.47,170.0,155.0
0,3,,11,Strong Style Fight Team,1991-07-07,Bantamweight,United States,1991-07-07,Cody,68.0,67.0,Garbrandt,"Uhrichsville, Ohio",Cody Garbrandt,No Love,No Love,65.0,3.53,3.53,Orthodox,0.37,0.64,0.0,0.33,0.94,1.0,135.0,135.0
0,2,,22,Alliance MMA,1985-09-03,Bantamweight,United States,1985-03-09,Dominick,68.0,68.0,Cruz,"San Diego, California",Dominick Cruz,The Dominator,The Dominator,68.0,2.15,3.53,Orthodox,0.31,0.74,0.1,0.5,3.17,0.83,135.0,134.0
2,19,,38,High Altitude Martial Arts,1979-04-20,Middleweight,United States,1979-04-20,Nate,72.0,72.0,Marquardt,"Aurora, Colorado",Nate Marquardt,The Great,The Great,74.0,2.32,2.71,Orthodox,0.49,0.55,0.8,0.51,1.87,0.7,185.0,185.0
0,4,,9,Colorado Fight Factory,1987-05-12,Featherweight,United States,1987-05-12,Cameron,71.0,71.0,Dollar,"Colorado Springs, Colorado",Cameron Dollar,,The Money Man,,2.94,5.04,Orthodox,0.38,0.61,0.0,0.0,0.0,0.0,155.0,145.0
1,5,,15,Fight Nights Team,1982-11-03,Middleweight,Russia,1982-09-11,Gasan,71.0,71.0,Umalatov,"Zinzeli, Astrakhan Oblast",Gasan Umalatov,Cobra,Cobra,71.0,4.1,2.23,Orthodox,0.39,0.59,0.0,0.17,0.75,0.9,170.0,181.0
0,5,,19,American Top Team HD,1981-10-12,Lightweight,United States,1981-10-12,Jason,68.0,69.0,High,"Kansas City, Missouri",Jason High,The Kansas City Bandit,The Kansas City Bandit,71.0,1.56,1.28,Southpaw,0.42,0.48,2.8,0.63,2.36,0.37,155.0,155.0
0,3,,12,Indy Boxing & Grappling,,Lightweight,United States,1986-02-06,Andrew,71.0,71.0,Holbrook,"Indianapolis, Indiana",Andrew Holbrook,,,70.0,3.0,2.2,Southpaw,0.49,0.54,2.1,0.18,0.85,0.1,155.0,155.0
0,14,1.0,28,Las Vegas Combat Club,1978-03-02,Heavyweight,United States,1978-03-02,Heath,76.0,76.0,Herring,"Waco, Texas",Heath Herring,The Texas Crazy Horse,The Texas Crazy Horse,78.0,1.77,2.37,Orthodox,0.5,0.54,0.7,0.5,1.22,0.32,250.0,250.0
1,5,,17,SBG Ireland,1987-09-02,Welterweight,Ireland,1987-09-02,Cathal,73.0,73.0,Pendred,"Dublin, Leinster",Cathal Pendred,The Punisher,The Punisher,75.0,3.01,2.49,Orthodox,0.44,0.55,0.4,0.23,2.46,0.83,170.0,170.0
0,7,,24,Red Devil Sport Club,1976-07-01,Middleweight,Armenia,1976-07-01,Amar,69.0,69.0,Suloev,Kalinin City,Amar Suloev,,,,2.19,1.98,Orthodox,0.37,0.7,0.3,1.0,0.27,0.88,183.0,185.0
0,4,1.0,6,Team Tiger Schulmann,1984-08-28,Flyweight,United States,1984-08-28,Louis,63.0,63.0,Gaudinot,"Yonkers, New York",Louis Gaudinot,Goodnight,Goodnight,63.0,6.42,2.34,Orthodox,0.37,0.48,1.1,0.4,0.57,0.31,125.0,125.0
0,5,,18,Team Alpha Male,1985-05-01,Featherweight,United States,1985-05-01,Chad,66.0,66.0,Mendes,"Hanford, California",Chad Mendes,Money,Money,66.0,2.35,2.78,Orthodox,0.49,0.67,0.3,0.55,4.13,1.0,145.0,145.0
0,9,,15,Jackson-Wink MMA,1980-04-14,Heavyweight,United States,1980-04-14,Anthony,77.0,77.0,Hamilton,"Seattle, Washington",Anthony Hamilton,Freight Train,Freight Train,76.0,3.02,3.91,Orthodox,0.65,0.45,0.0,0.42,2.62,0.78,260.0,253.0
0,14,,18,Nam Phan MMA Academy,1983-03-13,Featherweight,United States,1983-03-13,Nam,66.0,66.0,Phan,"Garden Grove, California",Nam Phan,,,70.0,6.55,4.52,Orthodox,0.37,0.59,0.2,0.18,0.18,0.6,135.0,141.0
1,7,,19,Miletich Martial Arts,1978-06-28,Heavyweight,United States,1978-06-28,Justin,73.0,73.0,Eilers,"Nampa, Idaho",Justin Eilers,The Hammer,,,6.56,1.78,Orthodox,0.3,0.47,0.0,0.0,0.0,0.0,235.0,235.0
0,3,,9,Unity Gym,1983-01-08,Welterweight,England,1983-01-08,Colin,74.0,74.0,Fletcher,"Sunderland, Tyne and Wear",Colin Fletcher,The Freakshow,Freakshow,78.0,2.97,3.1,Orthodox,0.34,0.62,0.0,0.0,0.0,0.27,155.0,170.0
0,5,,26,Team Tavares,1980-11-07,Lightweight,Brazil,1980-11-07,Ivan,69.0,70.0,Jorge,"Florianopolis, Santa Catarina",Ivan Jorge,Batman,Batman,73.0,2.91,3.41,Orthodox,0.49,0.59,0.6,0.16,1.56,0.75,155.0,155.0
0,4,,28,Nova Uniao,1986-09-09,Featherweight,Brazil,1986-09-09,Jose,67.0,67.0,Aldo,"Manaus, Amazonas",Jose Aldo,,Scarface,70.0,2.97,3.53,Orthodox,0.44,0.66,0.2,0.68,0.71,0.92,145.0,145.0
0,8,,25,Glory MMA and Fitness,1986-06-04,Lightweight,United States,1986-06-04,James,74.0,74.0,Krause,"Lee's Summit, Missouri",James Krause,The,The James Krause,73.0,4.15,4.57,Orthodox,0.46,0.61,0.7,0.18,1.18,0.46,170.0,155.0
2,16,,44,Menne Combat Academy,1974-07-29,Middleweight,United States,1974-07-29,Dave,70.0,70.0,Menne,"Minneapolis, Minnesota",Dave Menne,The Warrior,The Warrior,,1.99,1.84,Orthodox,0.44,0.42,2.5,0.5,0.46,0.57,170.0,185.0
0,9,,26,Demian Maia Jiu-Jitsu,1977-11-06,Welterweight,Brazil,1977-11-06,Demian,73.0,72.0,Maia,"Santana de Parnaiba, Sao Paulo",Demian Maia,,,72.0,1.94,1.77,Southpaw,0.42,0.64,1.1,0.25,2.56,0.65,170.0,170.0
0,5,,11,Roufusport,1982-05-14,Light Heavyweight,United States,1982-05-14,Razak,74.0,75.0,Al-Hassan,"Milwaukee, Wisconsin",Razak Al-Hassan,,Razor,,3.14,3.27,Orthodox,0.39,0.6,0.0,0.14,0.65,0.57,205.0,205.0
1,8,,12,Team Renzo Gracie,1984-02-03,Featherweight,United States,1984-02-03,Phillipe,69.0,69.0,Nover,"Brooklyn, New York",Phillipe Nover,The Filipino Assassin,Super,72.0,2.48,1.79,Orthodox,0.35,0.56,0.7,0.28,0.99,0.44,145.0,145.0
0,3,1.0,12,Elevation Fight Team,,Featherweight,United States,1983-03-31,Tyler,68.0,69.0,Toner,"Aurora, Colorado",Tyler Toner,,Thunder,70.0,2.13,2.95,Orthodox,0.52,0.62,0.4,0.0,0.0,0.54,145.0,145.0
0,6,,14,Tristar Gym,1981-06-10,Welterweight,Canada,1981-06-10,Nordine,73.0,73.0,Taleb,"Montreal, Quebec",Nordine Taleb,,,74.0,2.52,3.42,Orthodox,0.54,0.67,0.0,0.76,2.3,0.71,170.0,170.0
0,4,,11,Black House,1985-04-13,Lightweight,France,1985-04-13,Mehdi,73.0,73.0,Baghdad,Six-Fours-les-Plages,Mehdi Baghdad,The Sultan,The Sultan,75.0,4.56,3.13,Orthodox,0.3,0.46,0.0,0.0,0.0,0.33,155.0,155.0
0,6,,12,Grudge Training Center,1982-07-16,Featherweight,United States,1982-07-16,Alvin,69.0,69.0,Robinson,"Denver, Colorado",Alvin Robinson,,Kid,68.0,1.29,1.57,Southpaw,0.5,0.51,1.2,0.5,1.24,0.25,155.0,145.0
1,8,,12,Entram Gym,1987-01-29,Featherweight,Mexico,1987-01-29,Rodolfo,65.0,65.0,Rubio,"Mexico City, Federal District",Rodolfo Rubio,Fito,Fito,66.0,1.0,1.13,Orthodox,0.36,0.62,0.0,0.33,2.0,0.33,145.0,145.0
0,8,1.0,25,Jackson-Wink MMA,1980-12-06,Welterweight,,1980-12-06,Igor,73.0,73.0,Araujo,"Brasilia, Federal District",Igor Araujo,,,77.0,2.86,1.52,Orthodox,0.42,0.49,0.6,0.15,0.86,0.22,170.0,170.0
0,7,,25,Duneland Vale Tudo,1984-05-16,Featherweight,United States,1984-05-16,Darren,70.0,70.0,Elkins,"Hobart, Indiana",Darren Elkins,The Damage,The Damage,71.0,2.83,3.36,Orthodox,0.37,0.53,1.3,0.35,2.68,0.57,145.0,145.0
0,3,,8,Hardcore Gym,1986-12-27,Light Heavyweight,United States,1986-12-27,Cale,73.0,74.0,Yarbrough,"Atlanta, Georgia",Cale Yarbrough,,,,10.0,3.16,Orthodox,0.27,0.72,0.0,0.0,0.0,0.0,185.0,203.0
1,5,,13,Team Oyama,1984-07-05,Flyweight,United States,1984-05-07,Ian,65.0,65.0,McCall,"Dana Point, California",Ian McCall,Uncle Creepy,Uncle Creepy,64.0,3.25,3.59,Orthodox,0.39,0.67,0.0,0.3,2.08,0.88,125.0,125.0
0,2,,8,Gladiators Academy,1989-08-05,Bantamweight,United States,1989-08-05,Aaron,69.0,69.0,Phillips,"Lafayette, Louisiana",Aaron Phillips,The Model,The Model,70.0,3.33,1.87,Southpaw,0.59,0.4,0.5,0.0,0.0,0.35,135.0,135.0
0,7,1.0,19,Grabaka,1981-01-06,Middleweight,Japan,1981-01-06,Riki,72.0,72.0,Fukuda,"Tokyo, Kanto",Riki Fukuda,,,73.0,3.71,4.24,Southpaw,0.43,0.64,0.0,0.43,2.17,0.7,185.0,185.0
0,6,,22,Renzo Gracie Jiu-Jitsu,1981-09-26,Middleweight,United States,1981-09-26,David,73.0,73.0,Branch,"Brooklyn, New York",David Branch,,,78.0,1.91,1.66,Orthodox,0.39,0.56,0.0,0.32,2.55,0.43,185.0,185.0
1,9,,15,Gladiators Training Academy,1970-12-31,Middleweight,United States,1966-09-23,Eugene,68.0,68.0,Jackson,"East Palo Alto, California",Eugene Jackson,The Wolf,The Wolf,,3.44,2.19,Orthodox,0.33,0.32,2.3,0.71,1.91,0.16,185.0,185.0
0,1,,5,Buckeye MMA,1983-08-04,Middleweight,United States,1983-08-04,Mike,75.0,75.0,King,"Perrysburg, Ohio",Mike King,,,75.0,1.29,4.44,,0.58,0.72,3.5,0.25,1.75,0.4,185.0,184.0
0,2,,12,Team Hayastan,1987-02-01,Bantamweight,United States,1987-02-01,Ronda,67.0,66.0,Rousey,"Santa Monica, California",Ronda Rousey,Rowdy,Rowdy,68.0,4.14,4.17,Orthodox,0.52,0.44,4.8,0.68,6.26,0.5,135.0,135.0
0,4,,18,China Top Team,1978-07-25,Featherweight,China,1978-07-25,Tiequan,68.0,69.0,Zhang,Beijing,Tiequan Zhang,The Wolf,The Wolf,70.0,2.14,1.23,Orthodox,0.36,0.51,3.4,0.58,1.95,0.75,155.0,145.0
1,6,1.0,14,Renzo Gracie Jiu-Jitsu,1967-03-11,Welterweight,Brazil,1967-03-11,Renzo,70.0,70.0,Gracie,Rio de Janeiro,Renzo Gracie,,,,1.67,1.71,Orthodox,0.41,0.55,0.8,0.2,1.13,0.4,185.0,171.0
2,8,,10,American Top Team Orlando,1975-05-18,Lightweight,United States,,Paul,67.0,68.0,Rodriguez,"Orlando, Florida",Paul Rodriguez,,,,1.68,0.84,Orthodox,1.0,0.68,0.0,0.0,0.0,0.5,155.0,155.0
0,7,,11,Serra-Longo Fight Team,1974-06-02,Welterweight,United States,1974-06-02,Matt,66.0,66.0,Serra,"Long Island, New York",Matt Serra,The Terra,The Terror,68.0,2.64,1.98,Orthodox,0.39,0.46,0.9,0.2,2.05,0.38,170.0,170.0
0,4,,13,Drysdale Jiu-Jitsu,1989-10-10,Lightweight,Poland,1989-10-10,Marcin,70.0,70.0,Bandel,Lodz,Marcin Bandel,Bomba,Bomba,70.0,5.26,0.79,Orthodox,0.5,0.23,0.0,0.0,0.0,0.0,155.0,155.0
0,7,,15,AMA Fight Club,1982-01-26,Lightweight,United States,1982-01-26,Rafaello,68.0,68.0,Oliveira,"Whippany, New Jersey",Rafaello Oliveira,Tractor,Tractor,71.0,3.38,2.19,Orthodox,0.33,0.59,1.6,0.36,2.49,0.11,155.0,155.0
0,7,,18,American Top Team,1984-10-21,Heavyweight,United States,1984-10-21,Shawn,72.0,72.0,Jordan,"Baton Rouge, Louisiana",Shawn Jordan,The Savage,The Savage,75.0,3.3,2.87,Southpaw,0.5,0.47,0.1,0.38,1.97,0.76,260.0,251.0
0,6,,12,Lion's Den,1975-07-10,Heavyweight,USA,1975-07-10,Pete,75.0,75.0,Williams,"San Lorenzo, California",Pete Williams,El Duro,El Duro,,2.77,0.61,Orthodox,0.62,0.4,0.9,0.4,1.84,0.16,235.0,225.0
0,3,,18,Strong Style Fight Team,1982-08-19,Heavyweight,United States,1982-08-19,Stipe,76.0,76.0,Miocic,"Independence, Ohio",Stipe Miocic,,,80.0,2.96,4.76,Orthodox,0.51,0.62,0.0,0.38,2.38,0.75,240.0,245.0
0,1,,5,Team Hayastan,1984-03-11,Lightweight,United States,1984-03-11,Sako,71.0,,Chivitchian,"Glendale, California",Sako Chivitchian,,The Chainsaw,,4.8,2.4,,0.27,0.46,0.0,0.0,0.0,1.0,155.0,156.0
0,3,,10,Team Climb,1985-12-01,Welterweight,Japan,1985-12-01,Shinsho,67.0,69.0,Anzai,Tokyo,Shinsho Anzai,Animal,Animal,70.0,3.75,3.23,Orthodox,0.58,0.45,0.0,0.16,1.83,0.75,170.0,170.0
0,1,1.0,24,Jackson-Wink MMA,1987-07-19,Light Heavyweight,United States,1987-07-19,Jon,76.0,76.0,Jones,"Rochester, New York",Jon Jones,Bones,Bones,84.0,2.05,4.48,Orthodox,0.57,0.64,0.5,0.47,2.07,0.95,205.0,205.0
0,5,,15,Alberto Crane MMA,1976-07-14,Lightweight,United States,1976-07-14,Alberto,65.0,69.0,Crane,"Santa Fe, New Mexico",Alberto Crane,,,,2.61,0.43,Orthodox,0.25,0.57,4.0,0.0,0.0,0.5,155.0,155.0
0,12,,21,GriffonRawl Thaiboxing & MMA Academy,1980-06-12,Welterweight,United States,1980-06-12,Jason,70.0,70.0,Dent,"Cincinnati, Ohio",Jason Dent,Dynamite,Dynamite,71.0,3.7,2.01,Orthodox,0.39,0.62,1.4,0.0,0.0,0.26,155.0,158.0
0,3,,28,Team Nogueira,1986-09-26,Welterweight,Argentina,1986-09-26,Santiago,72.0,72.0,Ponzinibbio,La Plata,Santiago Ponzinibbio,Gente Boa,Gente Boa,73.0,4.02,4.27,Orthodox,0.39,0.64,0.0,0.44,0.54,0.6,170.0,170.0
0,3,,12,Team Topfighter,1989-06-07,Light Heavyweight,Netherlands,1989-06-07,Michael,72.0,72.0,Kuiper,Tilburg,Michael Kuiper,,Judo,73.0,3.62,3.28,Orthodox,0.54,0.54,0.0,0.55,2.3,0.79,185.0,192.0
0,7,1.0,12,Alliance MMA,1977-10-10,Light Heavyweight,United States,1977-10-10,Brandon,75.0,74.0,Vera,"San Diego, California",Brandon Vera,The Truth,The Truth,76.0,2.81,3.03,Orthodox,0.56,0.52,0.2,0.53,0.7,0.59,230.0,205.0
1,9,,14,Gracie Humaita,1978-12-23,Lightweight,Brazil,1978-12-23,Fabricio,70.0,69.0,Camoes,Rio de Janeiro,Fabricio Camoes,Morango,Morango,73.0,1.85,1.29,Orthodox,0.33,0.61,1.5,0.32,2.34,0.2,155.0,155.0
0,4,,10,London Shootfighters,1985-07-01,Light Heavyweight,Czech Republic,1985-07-03,Karlos,72.0,72.0,Vemola,Olomouc,Karlos Vemola,,The Terminator,75.0,2.13,1.67,Orthodox,0.44,0.37,1.7,0.25,1.93,0.31,185.0,205.0
1,7,,10,,1977-02-09,Welterweight,United States,1977-02-09,Tiki,70.0,70.0,Ghosn,"Huntington Beach, California",Tiki Ghosn,,,,2.94,2.78,Orthodox,0.46,0.58,0.0,0.5,0.41,0.61,170.0,169.0
0,9,1.0,34,Team Nogueira,1975-04-14,Middleweight,Brazil,1975-04-14,Anderson,74.0,74.0,Silva,"Curitiba, Parana",Anderson Silva,The Spider,The Spider,77.0,1.96,3.06,Southpaw,0.62,0.61,0.8,0.77,0.53,0.69,185.0,185.0
0,3,,5,Wand Fight Team,1984-04-27,Middleweight,Brazil,1984-04-27,Ricardo,71.0,71.0,Abreu,"Ribeirao Preto, Sao Paulo",Ricardo Abreu,Demente,Demente,73.0,3.98,3.79,Orthodox,0.31,0.68,0.7,0.42,2.13,1.0,185.0,185.0
0,10,,16,Hammer House,1964-12-20,Light Heavyweight,United States,1964-12-20,Mark,73.0,73.0,Coleman,"Columbus, Ohio",Mark Coleman,The Hammer,The Hammer,75.0,2.62,1.88,Orthodox,0.52,0.4,0.8,0.4,3.89,0.5,205.0,205.0
0,11,,25,Blackzilians,1980-10-09,Welterweight,Brazil,1980-10-09,Jorge,73.0,73.0,Santiago,Rio de Janeiro,Jorge Santiago,The Sandman,The Sandman,74.0,2.62,1.69,Orthodox,0.35,0.56,0.8,0.3,0.58,0.52,170.0,170.0
2,4,,15,Beverly Hills Jiu-Jitsu Club,1978-03-08,Lightweight,Japan,1978-03-08,Genki,69.0,69.0,Sudo,Tokyo,Genki Sudo,Neo-Samurai,Neo-Samurai,,2.23,1.55,Orthodox,0.39,0.33,4.2,0.6,3.58,0.5,155.0,155.0
0,1,,1,Last Stand Fight Team,1991-01-15,Bantamweight,United States,1965-02-06,Michael,71.0,68.0,McDonald,"Modesto, California",Michael McDonald,The Black Sniper,Mayday,,0.4,0.0,Orthodox,0.0,0.5,0.0,0.0,0.0,0.0,205.0,136.0
0,6,,8,American Top Team,1983-04-29,Strawweight,Canada,1983-04-29,Valerie,67.0,67.0,Letourneau,"Montreal, Quebec",Valerie Letourneau,Trouble,Trouble,68.0,5.4,4.51,Orthodox,0.37,0.58,0.3,0.45,0.77,0.66,115.0,116.0
0,5,,14,Team Wolfpack,1972-10-31,Welterweight,United States,,Jason,72.0,72.0,Gilliam,"Muncie, Indiana",Jason Gilliam,,,,3.14,0.79,Orthodox,0.33,0.42,0.0,0.0,0.0,0.0,170.0,169.0
0,3,,10,Budokan Martial Arts Academy,1990-07-08,Welterweight,Jamaica,1990-07-08,Randy,75.0,74.0,Brown,Spanish Town,Randy Brown,Rudeboy,Rude Boy,78.0,2.37,2.89,Orthodox,0.44,0.55,0.6,0.41,0.99,0.77,170.0,171.0
0,4,,8,Team Oyama,1977-01-26,Middleweight,United States,1977-01-26,Jared,69.0,69.0,Rollins,"Stanton, California",Jared Rollins,J-Roc,J-Roc,,2.41,3.33,Orthodox,0.57,0.39,1.2,0.5,2.5,0.5,170.0,185.0
0,9,,12,Alliance Jiu-Jitsu,1980-02-03,Featherweight,Brazil,1980-02-03,Rodrigo,67.0,67.0,Damm,"Sao Paulo, Sao Paulo",Rodrigo Damm,,,71.0,5.61,3.5,Orthodox,0.36,0.57,0.3,0.16,0.44,0.8,155.0,145.0
0,7,,19,Gracie Fusion,1984-03-08,Welterweight,Brazil,1984-03-08,Viscardi,71.0,72.0,Andrade,"Jales, Sao Paulo",Viscardi Andrade,,,75.0,2.77,3.26,Orthodox,0.42,0.63,0.3,0.5,1.93,0.66,170.0,170.0
0,4,,7,Lightning MMA,1978-04-05,Welterweight,England,1978-05-04,James,73.0,73.0,Wilks,"Leicestershire, East Midlands",James Wilks,Lightning,Lightning,75.0,2.03,1.82,Orthodox,0.45,0.5,3.8,0.22,1.27,0.66,170.0,170.0
1,2,,13,Jackson-Wink MMA,1986-10-30,Welterweight,Russia,1986-10-30,Adlan,74.0,71.0,Amagov,Grozny,Adlan Amagov,Borz,Borz,76.0,0.82,3.29,Orthodox,0.47,0.78,0.0,0.56,5.84,1.0,170.0,170.0
0,6,,14,Team Oyama,1987-10-10,Strawweight,United States,1987-10-10,Carla,61.0,61.0,Esparza,"Redondo Beach, California",Carla Esparza,Cookie Monster,Cookie Monster,63.0,3.07,2.2,,0.38,0.53,0.4,0.35,3.4,0.4,115.0,115.0
0,7,1.0,11,,1972-08-13,Middleweight,United States,1972-08-31,Solomon,71.0,71.0,Hutcherson,"Racine, Wisconsin",Solomon Hutcherson,King,King,,2.59,2.59,Southpaw,0.39,0.64,0.0,1.0,3.53,0.0,185.0,185.0
1,4,,11,Rumble Sports,1983-12-05,Middleweight,Sweden,1983-12-05,Mats,73.0,73.0,Nilsson,Helsingborg,Mats Nilsson,,,74.0,5.62,2.99,Orthodox,0.39,0.63,2.3,0.83,3.87,0.44,170.0,185.0
0,6,,10,Skrap Pack,1988-04-01,Lightweight,United States,1988-04-01,Ramsey,71.0,71.0,Nijem,"Orem, Utah",Ramsey Nijem,,,75.0,1.62,3.05,Orthodox,0.44,0.62,1.1,0.62,5.32,0.55,155.0,155.0
0,4,,8,Toshido Mixed Martial Arts,1989-12-17,Welterweight,Canada,1989-12-17,Matt,76.0,76.0,Dwyer,"Kelowna, British Columbia",Matt Dwyer,,,76.0,3.24,2.57,Orthodox,0.34,0.54,0.0,0.1,0.44,0.6,170.0,168.0
0,7,1.0,14,The Pit Elevated Fight Team,1993-03-10,Featherweight,United States,1993-03-10,Clay,71.0,71.0,Collard,"Price, Utah",Clay Collard,Cassius,Cassius,73.0,5.0,4.22,Orthodox,0.32,0.5,0.5,0.39,2.81,0.71,145.0,145.0
0,9,1.0,17,Capital City Fighting Alliance,1979-05-21,Middleweight,United States,1979-05-21,Scott,72.0,72.0,Smith,"Elk Grove, California",Scott Smith,Hands of Steel,Hands of Steel,70.0,5.94,1.86,Orthodox,0.27,0.5,0.4,0.06,0.13,0.58,185.0,185.0
0,6,,19,Team Pain and Suffering,1980-09-03,Lightweight,United States,,Brian,71.0,71.0,Cobb,"Bakersfield, California",Brian Cobb,,The Bandit,,3.68,0.0,Orthodox,0.0,0.55,0.0,0.5,5.81,0.0,155.0,155.0
0,5,,23,Sportcentrum KOPS,,Welterweight,Bulgaria,1976-09-28,Jordan,67.0,67.0,Radev,,Jordan Radev,,,,2.38,1.35,Southpaw,0.23,0.66,0.0,0.0,0.0,0.8,185.0,170.0
0,6,,15,AKA Thailand,1979-06-19,Welterweight,United States,1979-06-19,Mike,73.0,73.0,Swick,"San Jose, California",Mike Swick,Quick,Quick,77.0,2.29,2.36,Orthodox,0.37,0.54,0.6,0.5,1.06,0.61,170.0,170.0
0,6,,12,Elite Team,1987-09-11,Bantamweight,United States,1987-09-11,Cody,70.0,70.0,Gibson,"Visalia, California",Cody Gibson,The Renegade,The Renegade,71.0,2.54,2.47,Orthodox,0.31,0.63,0.4,0.38,1.85,0.58,135.0,135.0
1,10,1.0,16,Disorderly Conduct,1978-07-16,Featherweight,United States,1978-07-16,Ryan,66.0,66.0,Roberts,"Omaha, Nebraska",Ryan Roberts,,Are You Ready?,,22.5,0.0,Orthodox,0.0,0.45,0.0,0.0,0.0,0.0,155.0,139.0
0,5,,7,Straight Blast Gym,,Welterweight,England,1987-01-31,Aaron,70.0,70.0,Wilkinson,Manchester,Aaron Wilkinson,The Daywalker,The Daywalker,,0.0,0.0,,0.0,1.0,0.0,1.0,7.32,0.0,155.0,170.0
1,6,,10,Pyranha MMA Offenbach,1989-12-29,Strawweight,Germany,1989-12-29,Sheila,65.0,65.0,Gaff,Offenbach,Sheila Gaff,The German Tank,The German Tank,62.0,2.89,1.6,Orthodox,0.5,0.28,0.0,0.0,0.0,0.2,135.0,115.0
1,3,,13,Nova Uniao,1993-01-06,Bantamweight,Brazil,1993-01-06,Matheus,66.0,66.0,Nicolau,"Belo Horizonte, Minas Gerais",Matheus Nicolau,,,66.0,2.43,3.83,,0.51,0.7,1.6,0.66,1.9,1.0,125.0,135.0
0,9,,19,Cesar Gracie Fight Team,1984-10-04,Bantamweight,Canada,1984-10-04,Alexis,66.0,65.0,Davis,"Port Colborne, Ontario",Alexis Davis,,Ally-Gator,68.0,4.15,4.24,Orthodox,0.46,0.55,0.9,0.4,0.82,0.34,125.0,136.0
0,12,,28,Nova Uniao,1980-08-03,Bantamweight,Brazil,1978-08-03,Johnny,67.0,67.0,Eduardo,"Duque de Caxias, Rio de Janeiro",Johnny Eduardo,,Pretinho,71.0,3.34,2.89,Orthodox,0.38,0.63,0.5,0.0,0.0,0.62,135.0,135.0
0,5,2.0,33,Team Nogueira,1982-01-04,Flyweight,Brazil,1982-01-04,Jose,65.0,65.0,Maria,"Limoeiro do Norte, Ceara",Jose Maria,No Chance,No Chance,,3.98,3.2,Orthodox,0.53,0.52,2.3,0.27,2.32,0.33,125.0,125.0
0,3,,8,Renzo Gracie Jiu-Jitsu,1983-12-17,Lightweight,United States,1983-12-17,John,71.0,71.0,Cholish,"Hackettstown, New Jersey",John Cholish,,,72.0,2.29,2.65,Orthodox,0.49,0.73,0.4,0.31,1.82,0.78,155.0,155.0
2,11,,22,The Alliance,1972-12-08,Middleweight,United States,1972-12-08,Frank,70.0,70.0,Shamrock,"Santa Monica, California",Frank Shamrock,,,,4.66,4.75,Orthodox,0.53,0.57,1.1,0.5,0.35,0.37,185.0,185.0
2,9,,29,Kongo Smashin' Club,1975-05-17,Heavyweight,France,1975-05-17,Cheick,76.0,76.0,Kongo,Paris,Cheick Kongo,,,82.0,1.28,3.33,Orthodox,0.56,0.54,0.2,0.56,2.3,0.52,240.0,234.0
0,5,,14,Korean Zombie MMA,1987-03-17,Featherweight,South Korea,1987-03-17,Chan,67.0,69.0,Sung Jung,"Gyeongju, North Gyeongsang",Chan Sung Jung,The Korean Zombie,The Korean Zombie,72.0,3.81,4.12,Orthodox,0.39,0.6,0.7,0.41,0.81,0.75,145.0,145.0
0,3,,9,The Academy,1992-06-29,Strawweight,United States,1992-06-29,Rose,65.0,65.0,Namajunas,"Milwaukee, Wisconsin",Rose Namajunas,Thug,Thug,65.0,3.72,3.72,Orthodox,0.41,0.6,0.9,0.59,2.34,0.45,115.0,115.0
1,12,,21,Team Tompkins,1984-04-23,Lightweight,Canada,1984-04-23,Sam,69.0,69.0,Stout,"London, Ontario",Sam Stout,Hands of Stone,Hands of Stone,70.0,4.08,4.17,Orthodox,0.28,0.57,0.1,0.38,0.63,0.77,155.0,155.0
