D,L,NC,W,dob,fname,height,lname,name,nick,reach,sapm,slpm,stance,str. acc,str. def,sub. avg,td acc,td avg,td def,weight
0,4,,17,1991-01-15,Michael,69.0,McDonald,Michael McDonald,Mayday,70.0,2.76,2.69,Orthodox,0.42,0.57,1.4,0.66,1.09,0.52,135.0
0,4,1.0,4,,Ben,,Jones,Ben Jones,Blitzkrieg,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0,2,,14,1987-07-17,Bruno,69.0,Santos,Bruno Santos,Carioca,69.0,2.27,1.18,Orthodox,0.46,0.56,0.3,0.37,3.0,0.66,185.0
0,2,,4,,Anthony,64.0,Do,Anthony Do,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,125.0
0,14,,11,1964-05-26,Brad,69.0,Kohler,Brad Kohler,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,220.0
1,4,,7,,Iouri,74.0,Kotchkine,Iouri Kotchkine,,,4.92,0.67,Orthodox,0.38,0.15,0.0,0.0,0.0,0.25,235.0
1,1,,9,1991-07-02,Hakeem,68.0,Dawodu,Hakeem Dawodu,Mean,73.0,2.19,5.91,Orthodox,0.47,0.63,0.0,0.0,0.0,0.87,145.0
0,0,,2,,Kerry,67.0,Vera,Kerry Vera,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,135.0
0,7,,17,1980-09-01,Mike,68.0,Pierce,Mike Pierce,,70.0,2.36,2.62,Orthodox,0.42,0.62,0.2,0.42,3.08,0.71,170.0
0,4,,1,,Levi,,Alford,Levi Alford,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
0,4,1.0,14,1997-12-02,Song,68.0,Yadong,Song Yadong,The Terminator,67.0,2.91,4.31,Orthodox,0.41,0.67,1.0,1.0,1.54,1.0,135.0
0,1,,6,,Steve,72.0,Byrnes,Steve Byrnes,The Sergeant,,2.67,1.2,Orthodox,0.51,0.27,4.0,0.6,3.0,0.0,170.0
0,4,,12,1991-09-30,Geraldo,69.0,de Freitas,Geraldo de Freitas,Spartan,72.0,1.4,3.27,Orthodox,0.64,0.58,0.0,0.66,6.0,0.62,135.0
0,4,,16,1987-06-25,Rob,68.0,Font,Rob Font,,71.0,3.88,4.94,Orthodox,0.4,0.63,0.9,0.33,1.29,0.3,135.0
0,1,,8,1985-07-14,Ray,73.0,Sloan,Ray Sloan,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,205.0
0,3,,9,1987-12-14,Caio,73.0,Magalhaes,Caio Magalhaes,Hellboy,73.0,2.78,2.27,Orthodox,0.4,0.56,1.6,0.15,1.05,0.58,185.0
0,5,,8,1991-03-05,Jeimeson,66.0,Saudino,Jeimeson Saudino,The Minion,,0.82,0.66,,0.3,0.84,2.5,0.5,2.47,0.0,135.0
0,9,1.0,22,1984-12-28,Matt,70.0,Bessette,Matt Bessette,The Mangler,70.0,4.45,4.36,Orthodox,0.41,0.58,0.3,0.28,0.64,0.61,145.0
0,2,,2,,Trevor,66.0,Harris,Trevor Harris,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,145.0
0,4,,17,1990-02-17,Andre,74.0,Muniz,Andre Muniz,Sergipano,,1.27,3.2,Southpaw,0.63,0.56,0.0,0.33,3.0,0.5,185.0
0,8,1.0,13,1983-01-25,Ron,74.0,Stallings,Ron Stallings,The Choir Boy,75.0,3.26,3.22,Southpaw,0.6,0.51,0.0,0.0,0.0,0.71,170.0
0,10,,14,1983-04-01,Justin,71.0,Davis,Justin Davis,Dangerous,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,205.0
0,13,1.0,29,1983-08-30,Jim,68.0,Miller,Jim Miller,A-10,71.0,2.88,2.78,Southpaw,0.4,0.59,1.9,0.41,1.69,0.47,155.0
1,7,1.0,9,1990-08-11,Rolando,68.0,Dy,Rolando Dy,Dy Incredible,69.0,4.47,3.04,Orthodox,0.37,0.52,0.0,0.2,0.3,0.68,145.0
1,14,,38,1981-06-23,Nick,73.0,Thompson,Nick Thompson,The Goat,74.0,1.8,1.87,Orthodox,0.42,0.49,2.6,1.0,1.06,0.35,170.0
0,2,,8,1984-05-08,Felipe,72.0,Silva,Felipe Silva,,77.0,1.8,5.4,Orthodox,0.5,0.59,0.0,1.0,1.0,0.71,155.0
0,3,,7,1991-09-17,Tyson,75.0,Pedro,Tyson Pedro,,79.0,2.55,2.7,Orthodox,0.62,0.48,1.5,0.25,0.74,0.52,205.0
0,2,,1,1963-10-12,Koji,79.0,Kitao,Koji Kitao,,,0.0,0.0,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,350.0
0,3,,5,1980-12-29,Josh,76.0,Shockman,Josh Shockman,The War Hammer,,0.87,0.87,Southpaw,0.32,0.58,0.0,0.0,0.0,0.23,235.0
0,3,,7,1976-10-31,Joe,66.0,Warren,Joe Warren,,,2.39,2.15,Orthodox,0.46,0.52,0.0,0.46,6.14,0.6,135.0
1,8,1.0,12,1983-10-16,Maximo,68.0,Blanco,Maximo Blanco,Maxi,71.0,3.19,4.11,Orthodox,0.44,0.66,0.3,0.36,1.85,0.63,145.0
0,2,,6,1973-10-13,Mark,69.0,Hughes,Mark Hughes,,,0.4,0.9,Southpaw,0.47,0.42,4.5,0.5,3.0,0.0,205.0
0,4,,3,,Juan,72.0,Mott,Juan Mott,,,0.0,0.0,Switch,0.0,0.0,0.0,0.0,0.0,0.0,190.0
1,2,1.0,5,,Jorge,73.0,Oliveira,Jorge Oliveira,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,205.0
0,2,,6,1986-05-11,Joseph,67.0,Sandoval,Joseph Sandoval,,,12.12,1.82,Southpaw,0.42,0.6,0.0,0.0,0.0,0.0,135.0
0,2,,2,1982-08-07,Chad,73.0,Sutton,Chad Sutton,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0,1,,4,,Chris,,Coggins,Chris Coggins,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
0,1,,9,1994-09-04,Nicolae,72.0,Negumereanu,Nicolae Negumereanu,,78.0,4.67,0.73,Orthodox,0.4,0.18,0.0,0.0,0.0,0.4,205.0
0,2,,10,1987-09-19,Lewis,70.0,Gonzalez,Lewis Gonzalez,Lethal,73.0,1.87,1.4,Orthodox,0.37,0.41,0.0,0.33,2.0,0.62,170.0
0,4,,6,,John,,Devine,John Devine,,,2.28,1.52,,0.18,0.57,0.0,0.0,0.0,0.0,
0,4,,11,1989-04-23,Juan,69.0,Puig,Juan Puig,Fenix,72.0,7.17,4.91,Orthodox,0.23,0.51,0.0,0.0,0.0,0.0,145.0
0,0,,2,1988-07-18,Cody,,Floyd,Cody Floyd,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
0,7,1.0,17,1981-03-13,George,72.0,Sullivan,George Sullivan,The Silencer,73.0,2.42,3.53,Orthodox,0.39,0.57,0.7,0.2,1.37,0.38,170.0
0,3,,10,1977-08-26,Erik,72.0,Apple,Erik Apple,,,0.54,0.0,Orthodox,0.0,0.81,8.1,0.0,0.0,0.0,170.0
0,3,,5,1988-08-19,Gina,66.0,Mazany,Gina Mazany,Danger,68.0,2.84,2.72,Southpaw,0.49,0.5,0.0,0.77,3.18,0.2,135.0
0,10,,6,1974-07-30,Kristof,73.0,Midoux,Kristof Midoux,The Hurricane,,2.89,0.7,Orthodox,0.43,0.49,0.0,0.0,0.0,0.0,220.0
1,5,,13,1985-07-01,Justin,,DeMoney,Justin DeMoney,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,170.0
0,2,,2,1988-05-29,Alex,70.0,Torres,Alex Torres,Rolo,70.0,2.73,2.47,Orthodox,0.37,0.69,0.0,0.22,2.0,0.5,145.0
0,4,,8,1986-09-26,Matt,72.0,Secor,Matt Secor,,,1.63,1.02,,0.2,0.5,6.1,1.0,6.12,0.0,170.0
0,8,1.0,18,1979-11-15,Dylan,73.0,Andrews,Dylan Andrews,The Villain,73.0,2.72,2.21,Switch,0.5,0.46,0.4,0.5,2.83,0.57,185.0
1,10,1.0,34,1976-06-02,Minotauro,75.0,Nogueira,Minotauro Nogueira,Minotauro,77.0,2.4,1.95,Orthodox,0.42,0.55,2.4,0.29,1.3,0.36,240.0
0,3,,3,,Keenan,,Raymond,Keenan Raymond,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,165.0
0,2,,0,,Steve,71.0,Judson,Steve Judson,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,230.0
0,2,,18,1989-11-09,Cody,66.0,Stamann,Cody Stamann,The Spartan,64.0,3.29,4.59,Orthodox,0.47,0.63,0.0,0.51,3.28,0.86,135.0
0,5,,9,1983-06-07,Saad,71.0,Awad,Saad Awad,Assassin,,1.87,2.13,,0.26,0.6,0.5,0.16,0.5,1.0,155.0
0,1,1.0,5,,Jacob,,Noe,Jacob Noe,Psycho,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,205.0
0,6,1.0,6,1984-06-10,Frank,71.0,Lester,Frank Lester,,,3.82,2.18,Orthodox,0.36,0.53,0.0,0.0,0.0,0.0,170.0
0,5,,1,,Orlando,70.0,Wiet,Orlando Wiet,The Gladiator,,0.0,0.0,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,170.0
0,2,,5,1983-08-29,Vinicius,79.0,Queiroz,Vinicius Queiroz,Spartan,,4.1,3.67,,0.51,0.41,0.7,0.7,5.07,1.0,220.0
0,3,,7,1985-10-23,Shelton,74.0,Graves,Shelton Graves,The Gravedigger,76.0,0.81,2.19,Southpaw,0.69,0.33,0.0,0.57,4.86,0.0,255.0
5,17,,14,1974-01-31,Akira,68.0,Shoji,Akira Shoji,,,2.63,1.03,Orthodox,0.34,0.53,0.4,0.73,1.79,0.82,195.0
0,0,,6,1984-04-16,Adam,72.0,Khaliev,Adam Khaliev,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,170.0
0,5,,8,,Derek,76.0,Bohi,Derek Bohi,Marshmallow,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,260.0
0,9,,12,,Emilio,69.0,Chavez,Emilio Chavez,,,1.53,2.73,,0.48,0.54,0.0,0.5,3.0,0.0,145.0
0,6,,24,1979-01-13,Nick,68.0,Agallar,Nick Agallar,,,4.56,0.69,Orthodox,0.11,0.42,0.0,0.0,0.0,0.0,155.0
0,8,,10,1979-03-24,Kultar,72.0,Gill,Kultar Gill,Black Mamba,,0.4,1.14,Orthodox,0.5,0.41,0.0,0.66,1.71,0.38,154.0
0,7,1.0,19,1993-03-26,Kai,65.0,Kara-France,Kai Kara-France,Don't Blink,69.0,2.77,4.8,Orthodox,0.41,0.67,0.0,0.28,1.0,0.9,125.0
0,4,,15,1981-05-31,Matt,71.0,Veach,Matt Veach,,,4.91,1.12,Orthodox,0.28,0.44,1.5,0.38,3.64,1.0,155.0
0,3,,11,1989-06-15,Justin,72.0,Frazier,Justin Frazier,The Grizzly Bear,75.0,6.11,1.11,Southpaw,0.66,0.04,0.0,0.0,0.0,0.0,265.0
0,5,,27,1984-07-31,Joseph,64.0,Benavidez,Joseph Benavidez,,65.0,2.55,3.41,Southpaw,0.33,0.63,0.7,0.31,1.58,0.65,125.0
0,6,,5,,Bob,75.0,Gilstrap,Bob Gilstrap,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,200.0
1,4,,7,1991-05-25,Albert,69.0,Morales,Albert Morales,The Warrior,72.0,3.96,3.81,Orthodox,0.35,0.56,0.2,0.35,0.91,0.7,135.0
0,5,,4,,David,66.0,Barrios,David Barrios,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,145.0
0,5,,10,1989-08-25,Ryan,65.0,Benoit,Ryan Benoit,Baby Face,68.0,3.2,2.38,Orthodox,0.36,0.59,0.2,0.2,0.24,0.62,125.0
0,3,,2,,Jeff,74.0,Terry,Jeff Terry,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,205.0
0,11,,8,1974-02-06,Zach,68.0,Light,Zach Light,,,1.9,0.81,Orthodox,0.33,0.48,0.0,1.0,1.36,0.0,170.0
0,1,,0,,Scott,76.0,Fiedler,Scott Fiedler,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,235.0
1,11,,19,1979-07-14,Leonard,70.0,Garcia,Leonard Garcia,Bad Boy,69.0,4.79,2.77,Orthodox,0.24,0.52,0.5,0.26,0.3,0.42,145.0
0,1,,3,1983-06-12,Andy,72.0,Ologun,Andy Ologun,,,0.32,2.36,Orthodox,0.57,0.85,0.0,1.0,0.68,0.8,154.0
0,3,,13,1986-10-02,Alex,71.0,Reyes,Alex Reyes,The Executioner,73.0,8.35,4.56,Orthodox,0.46,0.38,0.0,0.0,0.0,0.0,170.0
0,1,,1,,Bertrand,68.0,Amoussou,Bertrand Amoussou,,,2.01,6.75,Orthodox,0.39,0.83,0.0,0.0,0.0,0.0,190.0
1,5,,5,1965-12-06,Royler,68.0,Gracie,Royler Gracie,,,0.0,0.0,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,150.0
0,9,,21,1972-05-07,Frank,69.0,Trigg,Frank Trigg,Twinkle Toes,71.0,1.9,2.79,Southpaw,0.46,0.56,0.8,0.47,2.35,0.75,170.0
0,9,,17,1986-03-31,Terrion,68.0,Ware,Terrion Ware,Flash,71.0,6.07,4.02,Orthodox,0.32,0.5,0.0,0.22,0.5,0.44,135.0
0,1,,2,1971-02-15,Ray,72.0,Sefo,Ray Sefo,Sugarfoot,,1.71,0.86,Orthodox,0.31,0.72,0.0,0.0,0.0,0.66,240.0
0,3,,5,1991-07-11,Izabela,65.0,Badurek,Izabela Badurek,,,4.9,3.74,Orthodox,0.71,0.32,0.0,0.12,1.75,1.0,115.0
0,6,1.0,11,1982-03-22,Kyle,76.0,Kingsbury,Kyle Kingsbury,Kingsbu,76.0,3.81,2.97,Orthodox,0.4,0.51,0.0,0.41,2.64,0.52,205.0
0,2,,20,1988-11-14,Justin,71.0,Gaethje,Justin Gaethje,The Highlight,70.0,10.23,8.5,Orthodox,0.54,0.53,0.0,0.0,0.0,0.8,155.0
0,2,,11,1988-12-28,Katlyn,69.0,Chookagian,Katlyn Chookagian,Blonde Fighter,68.0,4.21,4.08,Orthodox,0.31,0.63,0.2,0.0,0.0,0.63,125.0
0,5,,21,1984-02-26,TJ,70.0,Grant,TJ Grant,,72.0,3.21,3.95,Orthodox,0.54,0.56,0.6,0.43,1.63,0.36,155.0
0,1,,0,,Francesco,,Maturi,Francesco Maturi,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
0,4,,11,1987-09-08,Chris,70.0,Dempsey,Chris Dempsey,,72.0,2.82,2.25,Orthodox,0.32,0.65,0.0,0.23,2.64,0.16,185.0
0,2,,3,1983-01-28,Jesse,76.0,Fujarczyk,Jesse Fujarczyk,The Ronin,,4.91,1.03,Southpaw,0.33,0.38,0.0,0.0,0.0,0.25,225.0
1,8,,24,1979-09-25,Rashad,72.0,Evans,Rashad Evans,Suga,75.0,2.42,2.14,Orthodox,0.37,0.63,0.0,0.44,2.98,0.73,205.0
0,4,1.0,8,,Aaron,,Wetherspoon,Aaron Wetherspoon,Slam,,4.33,2.27,,0.32,0.45,0.0,0.0,0.0,0.77,170.0
0,0,,2,,Chris,,Amarante,Chris Amarante,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0,6,1.0,11,1979-03-12,Justin,66.0,Wilcox,Justin Wilcox,Silverback,,2.63,3.82,Orthodox,0.28,0.71,0.0,0.16,1.43,1.0,155.0
8,32,,51,1976-01-12,Ikuhisa,69.0,Minowa,Ikuhisa Minowa,Minowaman,,1.66,0.88,Orthodox,0.4,0.49,1.9,0.41,1.82,0.05,181.0
0,4,,12,1979-10-24,David,72.0,Mitchell,David Mitchell,Daudi,76.0,2.06,1.74,Orthodox,0.32,0.55,2.0,0.5,0.66,0.29,170.0
0,4,,19,1981-09-02,Shamil,75.0,Abdurakhimov,Shamil Abdurakhimov,Abrek,76.0,2.24,2.44,Orthodox,0.45,0.6,0.2,0.26,1.5,0.66,235.0
0,2,,9,1981-07-12,Carlos,70.0,Eduardo Rocha,Carlos Eduardo Rocha,Ta Danado,70.0,1.85,1.24,Orthodox,0.34,0.55,1.4,0.0,0.0,0.52,170.0
8,8,,21,1977-05-31,Koji,68.0,Oishi,Koji Oishi,,,17.86,1.43,Orthodox,0.09,0.43,0.0,0.0,0.0,0.0,170.0
0,8,,23,1983-02-24,Jan,74.0,Blachowicz,Jan Blachowicz,,78.0,3.16,3.5,Orthodox,0.49,0.53,0.3,0.52,1.46,0.53,205.0
0,13,,28,1981-06-29,Chad,71.0,Reiner,Chad Reiner,The Grinder,,1.97,0.53,Orthodox,0.2,0.46,2.0,0.33,0.99,0.25,170.0
0,1,,4,1989-08-24,Michael,73.0,Cora,Michael Cora,Kookie Monster,77.0,0.13,0.8,Southpaw,0.28,0.66,0.0,0.0,0.0,0.25,170.0
0,1,,0,,Lowell,66.0,Anderson,Lowell Anderson,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,160.0
0,6,1.0,14,1994-09-04,Humberto,71.0,Bandenay,Humberto Bandenay,,,5.22,2.3,Southpaw,0.39,0.39,0.9,0.66,1.87,0.71,145.0
0,1,,11,1990-02-18,Marc-Andre,73.0,Barriault,Marc-Andre Barriault,Power Bar,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0,6,,33,1977-08-23,Brock,71.0,Larson,Brock Larson,,71.0,1.5,1.39,Southpaw,0.46,0.55,2.0,0.34,2.67,0.43,170.0
0,6,,14,1989-05-03,Bryan,72.0,Barberena,Bryan Barberena,Bam Bam,72.0,4.76,5.9,Southpaw,0.48,0.44,0.3,0.33,0.29,0.47,170.0
0,1,,8,1990-01-05,Dom,72.0,Pilarte,Dom Pilarte,Son of Fire,74.0,7.86,4.95,Southpaw,0.5,0.41,2.2,0.5,2.18,0.0,135.0
0,3,,11,1991-07-07,Cody,68.0,Garbrandt,Cody Garbrandt,No Love,65.0,3.53,3.53,Orthodox,0.37,0.64,0.0,0.33,0.94,1.0,135.0
0,2,,22,1985-03-09,Dominick,68.0,Cruz,Dominick Cruz,The Dominator,68.0,2.15,3.53,Orthodox,0.31,0.74,0.1,0.5,3.17,0.83,135.0
0,8,,18,1972-10-26,Art,74.0,Santore,Art Santore,Pachuco,,7.31,1.4,,0.12,0.52,0.0,0.0,0.0,1.0,185.0
0,4,,8,1972-02-27,Sidney,75.0,Silva,Sidney Silva,,,3.3,2.86,Southpaw,0.65,0.34,0.0,1.0,3.3,0.0,170.0
0,1,,0,,Alberta,68.0,Cerra Leon,Alberta Cerra Leon,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,238.0
1,17,,20,,Bob,72.0,Schrijber,Bob Schrijber,Dirty,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,240.0
2,20,,7,1965-04-26,Sam,75.0,Adkins,Sam Adkins,The Experience,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,225.0
0,7,,15,1987-07-02,Brett,72.0,Cooper,Brett Cooper,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,170.0
0,2,,4,1991-06-28,Bruno,66.0,Korea,Bruno Korea,Korea,65.0,3.42,2.01,,0.34,0.4,0.0,0.0,0.0,0.25,135.0
2,19,,38,1979-04-20,Nate,72.0,Marquardt,Nate Marquardt,The Great,74.0,2.32,2.71,Orthodox,0.49,0.55,0.8,0.51,1.87,0.7,185.0
0,4,,9,1987-05-12,Cameron,71.0,Dollar,Cameron Dollar,,,2.94,5.04,Orthodox,0.38,0.61,0.0,0.0,0.0,0.0,155.0
0,4,,9,1979-02-11,Conor,70.0,Heun,Conor Heun,Hurricane,,3.66,2.92,Orthodox,0.36,0.54,0.3,0.31,2.45,0.33,155.0
0,2,1.0,13,1995-02-22,Michal,72.0,Oleksiejczuk,Michal Oleksiejczuk,Lord,74.0,3.68,5.43,Southpaw,0.59,0.69,0.0,0.66,1.81,0.0,205.0
0,2,,2,,Hugo,,Sandoval,Hugo Sandoval,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,135.0
1,5,,15,1982-09-11,Gasan,71.0,Umalatov,Gasan Umalatov,Cobra,71.0,4.1,2.23,Orthodox,0.39,0.59,0.0,0.17,0.75,0.9,170.0
0,5,,19,1981-10-12,Jason,68.0,High,Jason High,The Kansas City Bandit,71.0,1.56,1.28,Southpaw,0.42,0.48,2.8,0.63,2.36,0.37,155.0
0,3,,4,,Kenyon,72.0,Jackson,Kenyon Jackson,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0,6,,10,1979-02-16,Zelg,74.0,Galesic,Zelg Galesic,Benkei,,0.61,4.86,Orthodox,0.62,0.66,1.3,1.0,1.3,0.2,185.0
0,3,,8,1988-11-10,Martin,70.0,Day,Martin Day,The Spartan,73.0,3.2,5.6,Orthodox,0.49,0.59,1.0,0.66,1.0,0.85,135.0
0,3,,0,,Javi,66.0,Alanis,Javi Alanis,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,135.0
0,2,,0,,Israel,70.0,Delgado,Israel Delgado,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,155.0
0,2,,8,1989-07-01,Antonio,74.0,Arroyo,Antonio Arroyo,,,2.53,3.27,Orthodox,0.7,0.42,0.0,0.36,4.0,0.0,185.0
0,16,,5,,Brandon,75.0,Gaines,Brandon Gaines,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0,4,,6,,Parker,,Porter,Parker Porter,,,6.37,8.54,,0.47,0.64,1.9,1.0,1.91,0.0,260.0
0,0,,2,,Charles,,McTorry,Charles McTorry,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
0,1,,0,,Eric,,Martin,Eric Martin,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
0,7,,4,1973-09-22,David,74.0,Dodd,David Dodd,,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,200.0
0,1,,7,1992-11-03,Seungwoo,71.0,Choi,Seungwoo Choi,Sting,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,145.0
0,0,,5,,Bob,69.0,Cook,Bob Cook,Crazy,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,170.0
0,1,,4,,JJ,71.0,Okanovich,JJ Okanovich,The Bosnian Bomber,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,155.0
0,5,,7,,Kyle,,Kurtz,Kyle Kurtz,,,2.95,1.31,,0.36,0.52,2.5,0.2,1.23,0.0,170.0
0,3,,12,1986-02-06,Andrew,71.0,Holbrook,Andrew Holbrook,,70.0,3.0,2.2,Southpaw,0.49,0.54,2.1,0.18,0.85,0.1,155.0
0,2,,1,,Gary,72.0,Frazier,Gary Frazier,,,2.77,1.5,Orthodox,0.39,0.46,0.0,0.0,0.0,1.0,245.0
0,14,1.0,28,1978-03-02,Heath,76.0,Herring,Heath Herring,The Texas Crazy Horse,78.0,1.77,2.37,Orthodox,0.5,0.54,0.7,0.5,1.22,0.32,250.0
0,1,,7,1993-10-18,Anthony,72.0,Hernandez,Anthony Hernandez,Fluffy,75.0,2.65,3.98,Orthodox,0.55,0.53,0.0,0.0,0.0,0.85,185.0
0,5,,6,,Mike,72.0,Moreno,Mike Moreno,El Palo Duro,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,185.0
0,2,,1,,Mike,72.0,Bencic,Mike Bencic,Batman,,3.32,0.0,Orthodox,0.0,0.53,0.0,0.0,0.0,0.0,215.0
1,5,,17,1987-09-02,Cathal,73.0,Pendred,Cathal Pendred,The Punisher,75.0,3.01,2.49,Orthodox,0.44,0.55,0.4,0.23,2.46,0.83,170.0
0,0,,11,,Ottman,,Azaitar,Ottman Azaitar,Bulldozer,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,170.0
1,5,,16,1996-06-22,Jesus,70.0,Pinedo,Jesus Pinedo,El Mudo,,4.37,3.23,,0.38,0.52,0.0,1.0,2.5,1.0,155.0
0,7,,24,1976-07-01,Amar,69.0,Suloev,Amar Suloev,,,2.19,1.98,Orthodox,0.37,0.7,0.3,1.0,0.27,0.88,183.0
0,4,1.0,6,1984-08-28,Louis,63.0,Gaudinot,Louis Gaudinot,Goodnight,63.0,6.42,2.34,Orthodox,0.37,0.48,1.1,0.4,0.57,0.31,125.0
0,4,1.0,6,,Marcus,75.0,Silveira,Marcus Silveira,Conan,,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,242.0
0,5,,18,1985-05-01,Chad,66.0,Mendes,Chad Mendes,Money,66.0,2.35,2.78,Orthodox,0.49,0.67,0.3,0.55,4.13,1.0,145.0
0,9,,15,1980-04-14,Anthony,77.0,Hamilton,Anthony Hamilton,Freight Train,76.0,3.02,3.91,Orthodox,0.65,0.45,0.0,0.42,2.62,0.78,260.0
0,14,,18,1983-03-13,Nam,66.0,Phan,Nam Phan,,70.0,6.55,4.52,Orthodox,0.37,0.59,0.2,0.18,0.18,0.6,135.0
1,15,,20,1981-11-18,Nick,77.0,Rossborough,Nick Rossborough,Leatherface,,4.33,2.8,,0.35,0.35,0.0,0.0,0.0,1.0,205.0
4,9,,19,1979-08-10,Katsuya,69.0,Inoue,Katsuya Inoue,,,12.89,3.41,Southpaw,0.24,0.51,0.0,0.0,0.0,0.66,168.0
0,1,,1,1989-06-20,Logan,,Nail,Logan Nail,,,2.27,1.93,,0.51,0.39,0.0,0.0,0.0,0.37,185.0
0,1,,2,1971-07-30,Vinicius,,Magalhaes,Vinicius Magalhaes,Draculinho,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,145.0
1,2,,5,,Lolohea,,Mahe,Lolohea Mahe,,,6.92,1.71,,0.29,0.4,0.0,0.4,2.44,0.0,
0,4,,5,,AJ,64.0,Fonseca,AJ Fonseca,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,145.0
0,0,,6,1985-10-13,Talita,70.0,Nogueira,Talita Nogueira,Treta,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,145.0
1,7,,19,1978-06-28,Justin,73.0,Eilers,Justin Eilers,The Hammer,,6.56,1.78,Orthodox,0.3,0.47,0.0,0.0,0.0,0.0,235.0
0,0,,4,1990-10-01,Norma,67.0,Dumont,Norma Dumont,The Immortal,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,135.0
0,3,,9,1983-01-08,Colin,74.0,Fletcher,Colin Fletcher,The Freakshow,78.0,2.97,3.1,Orthodox,0.34,0.62,0.0,0.0,0.0,0.27,155.0
1,13,,39,1969-03-13,Masakatsu,72.0,Funaki,Masakatsu Funaki,,,2.92,1.82,Southpaw,0.68,0.35,5.5,0.0,0.0,0.0,185.0
0,5,,26,1980-11-07,Ivan,69.0,Jorge,Ivan Jorge,Batman,73.0,2.91,3.41,Orthodox,0.49,0.59,0.6,0.16,1.56,0.75,155.0
0,7,,33,1988-08-20,Gleristone,69.0,Santos,Gleristone Santos,Toninho Furia,,4.4,3.4,,0.31,0.64,0.0,0.0,0.0,0.75,145.0
0,4,,28,1986-09-09,Jose,67.0,Aldo,Jose Aldo,,70.0,2.97,3.53,Orthodox,0.44,0.66,0.2,0.68,0.71,0.92,145.0
1,1,,5,,Chris,,Wright,Chris Wright,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
